Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic,ADF Score,FK Grade Level,Reading Time,WF Score,FK Reading Ease,FOG Scale,SMOG Index,ARI,CL Index,LW Formula,DC Score,Readability Consensus,Spache Formula,Cluster,Topic,Sentence
3272,3511RHPADUDD7CO7TOW7VHMSOVDRLK,3.2,3,4.2,22,135,43.18181818,3.318181818,68.18181818,12.5,4.545454545,1.409090909,10,12.5,5.2,1.67,6.083,77.23,8.04,0,8.5,9.72,5.5,8.49,9,4.344545455,2,1,"""It's very disconcerting. I'm sick to my stomach when something like that happens and you have an innocent kid involved,"" Morales said."
3273,3MJ28H2Y1D7W8AT699ZWKXLQRITO5K,2.2,3.2,6,3,17,-16.66666667,1.333333333,100,0,0,1.333333333,100,0,0.9,0.22,5.2044,93.81,1.2,0,3.6,-0.46,0.5,0.15,1,1.262,1,5,It's very pretty.
3274,3G9UA71JVUTXU3GSHPMOALI0JUF7J0,3.4,4.2,4.8,15,84,60,6,60,6.666666667,13.33333333,1.6,6.666666667,6.666666667,9.1,1.03,6.0878,56.25,14,0,8.1,8.81,10.5,8.59,9,5.247333333,0,0,Its very reassuring to know that good community help is here for us linux beginners.
3275,3UEDKCTP9UPS5NMAZAM0B0IDYJF7KZ,5.6,6.4,3.8,29,162,67.24137931,6.724137931,65.51724138,10.34482759,3.448275862,1.413793103,5.263157895,10.34482759,12.2,1.95,6.7569,58.96,12.98,0,14.7,9.7,17.5,9.98,10,6.114206897,3,9,It takes 17 times more land to feed American pets than would  be required by solar farms producing enough electricity to meet all the demand in the United States.
3276,33N1S8XHHLK9JW6UAV81X5FDZ6S1ZI,3.6,4.4,4.8,27,138,74.07407407,8.148148148,55.55555556,9.677419355,0,1.074074074,11.53846154,9.677419355,7.9,1.65,6.1308,86.37,10.8,0,11.6,5.58,14.5,9.07,6,4.964518519,0,9,"It takes over 90,000 square feet of land (that's two whole acres) to feed a medium-sized dog and 16,000 square feet of land to feed a cat."
3277,3QREJ3J432WRK8BC34NAU50ET3KKLL,5,5.8,4.2,31,187,51.61290323,5.258064516,61.29032258,0,0,1.64516129,20,0,9.3,2.31,6.2838,55.74,13.94,0,10.2,10.67,10.75,9.5,10,5.521274194,0,1,"""It took awhile to actually cast a vote. I was conflicted,"" said McClain, who said he ultimately sided with City Councilman Peter Brown because of his business experience as an architect."
3278,3LEG2HW4UEMA30XQSNE8ZW90F7CF2P,3.6,4.4,4.2,18,83,50,8.555555556,44.44444444,5.555555556,0,1.222222222,7.692307692,5.555555556,5.6,0.97,5.8414,87.05,9.42,0,4.9,3.36,9,8.04,9,4.810333333,1,4,It took me numerous tried and an hour and a half to get it working with Windows XP!
3279,32FESTC2NGPCK0MIK5YDX9JP1L3UCB,4.2,5.8,4.2,11,63,72.72727273,6.818181818,63.63636364,9.090909091,0,1.363636364,50,9.090909091,5.2,0.78,5.7868,77.23,4.4,0,6.8,8.97,5.5,9.92,6,3.171818182,1,8,It took several hours Friday to deploy booms around the tanker.
3280,3XDSWAMB21RKS7F13WE8N8M0Y0YCQP,4.8,6,5.8,33,224,78.78787879,5.303030303,63.63636364,5.882352941,0,1.757575758,25,5.882352941,18.5,2.82,6.3629,21.06,21.68,0,22.5,16.37,23.5,12.93,13,9.140484848,3,6,"It took the corruption arrest of a sitting governor, 10 months of political sparring and two attempts before top lawmakers and reform advocates could agree on Illinois' first-ever sweeping restrictions on campaign donations."
3281,3URJ6VVYUOMECRP6V4GMF5FCRMZ4OW,4.8,5.2,5,36,188,55.55555556,5.555555556,58.33333333,8.108108108,0,1.333333333,3.448275862,8.108108108,6.8,2.25,6.5744,78.59,10.53,0,7.6,5.97,10.5,8.48,11,4.571444444,4,2,"""It took years to dig our way into the crisis we've faced. It will take more than a few months to dig our way out,"" said Obama, who blames Republicans for the economic crisis he inherited."
3282,3SBNLSTU6T43BRM6QOSWY7GMO3UZD5,3.2,4.2,3,10,68,80,1.7,70,0,0,1.5,20,0,6,0.87,5.6703,69.79,8,0,11.4,12.56,5,13.61,8,5.689,0,0,[iTunes] Subscribe to the Podcast directly in iTunes (enhanced AAC).
3283,3OB6JN3A9POXDU6ST0XMVU1HO03RMM,4.6,6,4.2,22,124,72.72727273,4.227272727,54.54545455,11.11111111,0,1.363636364,11.76470588,11.11111111,9.5,1.51,6.1181,66.07,8.8,0,11.6,8.01,13,11.19,9,4.331909091,0,0,It was 6 p.m. on a Friday in April 1995 when Deana Hebert's ex-husband took their 18-month-old daughter for a weekend visit.
3284,3YGYP1364083VCRS51CM89QHTQDRNM,3.4,4,4,21,94,54.76190476,6.333333333,47.61904762,0,5,1.25,4.761904762,0,7.6,1.09,5.796,76.56,8,0,6,2.73,11.5,1.78,8,4.089,1,9,"""It was a bit of a shock to see everyone lying there - there was a lot of screaming,"" he said."
3285,3ZXNP4Z39QK3PT4SKAY1Q0VSNJK7L2,4.4,5,3.8,25,147,72,3.92,64,15.38461538,8.333333333,1.541666667,10,15.38461538,11.5,1.81,6.1767,55.58,12.93,0,14.7,10.8,14.5,11.41,15,6.373,1,9,"It was a hard fought battle with 140 contenders, but the grand prize winner of Joystiq's Annual-ish Pumpkin Carving Contest 2009 is ... Antonio F.!"
3286,3BDORL6HKJCK48U1GB38SYW5UM0CRQ,3,3.8,4.6,14,62,46.42857143,8.571428571,64.28571429,20,0,1.142857143,23.07692308,20,2.9,0.72,4.9004,99.57,5.6,0,2.1,1.62,6,0.69,6,2.813,1,9,It was a little hard to find as they didn't have a large sign.
3287,3UQVX1UPFRGJ6WI0P5VNWPMW95N208,4.6,5.2,5,29,189,56.89655172,3.344827586,72.4137931,10.34482759,3.703703704,1.740740741,10,10.34482759,15,2.37,6.3906,35.61,15.24,0,20.1,15.44,18.5,11.99,15,6.87562963,0,1,"It was all kept hush-hush because Rogge, as a European representative, couldn't publicly endorse Beijing when two European cities -- Paris and Istanbul -- were also contenders, Yuan writes."
3288,391JB9X4ZX7BQQTX3GOPUIF3T8AKMN,3.6,4.2,5.4,8,39,50,6.125,62.5,0,0,1.25,50,0,2.9,0.47,4.3912,88.74,8.2,0,1.4,2.86,4,7.98,3,3.042,1,0,It was all meant as a marketing mantra.
3289,3KTCJ4SCVF09KP7BV6I7P3J4K29M1L,4.6,5,4.2,16,82,59.375,6.4375,68.75,5.882352941,0,1.3125,27.27272727,5.882352941,6,0.98,5.4501,80.62,8.9,0,6.3,5.97,9,7.39,6,3.6325,1,8,It was also used to recover the first stage of Ares I-X following its test flight.
3290,3TCFMTM8HDNJDL3ILOZNAU56EXT21B,2.8,3,4.6,7,30,42.85714286,14.28571429,57.14285714,0,0,1.142857143,11.11111111,0,0.1,0.35,4.6098,106.67,2.8,0,-1.9,-0.87,2.5,0.35,0,1.826,1,0,It was a match made in heaven.
3291,3FW4EL5A3KNQ26LE4SZ1FDFB63722S,4.8,5,3.6,27,151,70.37037037,6.777777778,55.55555556,7.142857143,0,1.37037037,12,7.142857143,11.5,1.84,6.1119,60.99,10.8,0,13.9,8.77,14.5,10.24,9,6.87562963,3,2,"It was announced at the end of May, released as a 'Preview' product shortly after and 100,000 more invites were made available at the end of September."
3292,3J6BHNX0U8RH88EXFH3P7X43YYKKNN,3.8,4,4.6,4,19,50,4,50,0,0,1.5,0,0,3.7,0.24,4.8198,75.88,1.6,0,-0.7,-1.46,2,0.2,0,1.403,1,0,It was another lie.
3293,3R0WOCG21L8MPSSWK1TOHF17MLFUDB,2.8,2.2,3.6,6,32,41.66666667,3.5,66.66666667,0,16.66666667,1.166666667,0,0,0.9,0.4,4.8427,99.23,2.4,0,2.8,1.38,2,9.2,2,3.118333333,1,1,"""It was a relief,"" Clausen said."
3294,3B9J25CZ24CW5NUEV03DI811GOJCSE,3.6,3.6,4.2,7,40,71.42857143,3.857142857,57.14285714,12.5,0,1.714285714,0,12.5,7.2,0.5,4.7019,55.91,8.51,0,5,6.56,4.5,10.75,5,4.283142857,1,0,It was a spectacular feat of derring-do.
3295,338431Z1FKELDXR46GCZNYQMJ0IRO1,4.6,4.8,5.8,13,61,61.53846154,4.461538462,46.15384615,0,7.692307692,1.230769231,0,0,3.6,0.72,5.3995,92.12,8.28,0,2.8,3.23,6.5,7.93,4,3.333538462,1,9,It was for that story the he was presented with a Hugo Award.
3296,3JMQI2OLFY49U28NN0H23K9DEPNNDD,4,4.4,5,13,74,57.69230769,4.230769231,53.84615385,15.38461538,7.692307692,1.538461538,0,15.38461538,7.2,0.91,5.3185,66.74,11.35,0,7.5,9.5,7.5,9.14,8,5.318153846,1,5,It was great and I highly recommend this restaurant for a great experience
3297,3DTJ4WT8BCE83X06MJ3G4PY7OFVZEY,5.4,4.2,5,16,84,68.75,5.125,62.5,12.5,0,1.3125,25,12.5,6,1.01,4.9434,80.62,6.4,0,6.9,6.38,7,7.39,7,4.17,1,7,"It was, I believe, the first time a major artist premiered a music video on Twitter."
3298,3538U0YQ1ETZOIT9WNSDI6ESLLCF30,6.2,6,3.8,6,34,41.66666667,4.166666667,50,0,0,1.833333333,33.33333333,0,8,0.43,4.9169,48.47,9.07,0,4.3,6.25,4,9.2,4,3.118333333,1,0,It was instituted in January 2005.
3299,3E24UO25QYPSRETKES91C3ZQND4O60,5.8,5.4,3.6,33,209,66.66666667,5.303030303,60.60606061,0,0,1.727272727,10.34482759,0,17.3,2.6,5.7905,29.52,18.05,0,20.3,13.36,22.5,10.54,18,8.098060606,3,9,"""It was interesting for those of us on the inside because an outsider suddenly appeared and quickly made an impact,"" said Keith Martin, publisher of Sports Car Market Magazine, a leading collector publication."
3300,3OYHVNTV5SXZQTE9GW32MM48O8PKO2,5.2,5.6,4.6,16,89,56.25,4.5,68.75,6.25,0,1.375,0,6.25,7.2,1.09,5.7319,72.16,11.4,0,8.4,8.87,9,11.34,9,4.7075,1,1,It was Mr Blair who reopened diplomatic ties with the country when he was Prime Minister.
3301,356ZPKYPUGGCVYFRZBH8KUO9WSUPYJ,5.2,5.8,5.8,33,191,68.18181818,4.454545455,57.57575758,8.823529412,3.03030303,1.454545455,0,8.823529412,15,2.34,6.1297,46.44,16.84,0,17.8,10.22,19.5,9.1,15,7.316242424,1,0,"""It wasn't so much the show, it was Rove the personality that endeared itself to the Australian public in light of his tragic circumstances, and that kept viewers' interest there for a while."
3302,3MXX6RQ9EU4WXR17A4T145K21RV4PD,5,5,3.8,19,89,52.63157895,4.210526316,52.63157895,10.52631579,0,1.052631579,0,10.52631579,4.8,1.04,5.1358,94.49,7.6,0,5.7,3.48,8.5,7.07,5,3.518,1,6,"It was once said to be worth more than $100 million, but that was more than 200 cars ago."
3303,3JVP4ZJHDORNHHW2E8GFJ5TDY1KI0Z,5.6,5.8,3.4,33,190,66.66666667,5.393939394,63.63636364,6.060606061,0,1.393939394,0,6.060606061,13.8,2.32,6.1704,54.9,16.84,0,17.6,10.92,19.5,10.54,11,6.795030303,3,5,It was only a decade ago that the school drew international acclaim when basketball coach Ken Carter forced members of his undefeated team to sit on the bench until they raised their grades.
3304,3IVKZBIBJZ8NMV5UHSHETZYHTGOSH3,5,5.4,3.4,18,88,69.44444444,5.055555556,55.55555556,0,5.555555556,1.333333333,25,0,6.8,1.04,5.3186,78.59,9.42,0,6.1,4.99,11,7.16,7,3.854777778,3,6,It was only a year ago that the Motorola RAZR scored as the number one phone in America.
3305,3D3B8GE891QXUX7JRZPSLDVINJ99PE,4.4,4.2,3.8,20,117,52.5,5.25,80,4.761904762,10,1.45,13.33333333,4.761904762,9.9,1.44,5.4442,59.64,12,0,11.6,9.4,12,9.37,12,5.379,1,3,"""It was probably one of the most phenomenal catches I've seen anyone make, ever,"" Notre Dame coach Charile Weis said."
3306,3JHB4BPSFJ8IU98YRC4HLILSSFV9Q5,4.8,5.4,4.8,20,102,42.5,6.35,70,4.761904762,0,1.3,7.692307692,4.761904762,2.4,1.22,5.1673,90.05,4.68,7.8,1.5,2.09,3,7.92,2,3.069,1,3,"""It was really a disaster. The CEO had a breakdown. He was doing weird stuff I won't even talk about."""
3307,3G4VVJO6PYFHBTQAVWGHBM9YYDLKPJ,5,5,4.6,15,75,36.66666667,3.666666667,60,13.33333333,0,1.133333333,0,13.33333333,3.2,0.9,5.4303,98.55,6,0,5.2,4.17,6.5,6.49,6,2.954,1,1,"""It was the only shred of anything that I knew she was alive,"" Hebert said."
3308,374UMBUHN4OXKN7TK083SDXNI7XCT3,5,5.4,3.2,27,190,77.77777778,4.518518519,66.66666667,16.12903226,0,1.740740741,17.64705882,16.12903226,15,2.41,6.1591,35.61,19.69,0,20.7,16.71,19.5,14.33,20,8.468222222,0,6,"It was to be a launching point to re-energize a career crippled by child-molestation allegations, Jackson's bizarre nomadic post-acquittal behavior, and persistent reports of his drug abuse."
3309,3NRZ1LDP7V5C0OPWVXJRY1XB2MYPZA,5.2,5.8,5,37,243,72.97297297,3.513513514,67.56756757,10.25641026,5.405405405,1.621621622,20,10.25641026,10.5,3.04,6.4145,52.7,14.97,0,14.1,13.92,12.75,12.24,14,6.701554054,3,6,"It was typical of the low-key, insider's posture Kirk has maintained since Governor Deval Patrick appointed him to temporarily fill the seat of the late Senator Edward M. Kennedy: discreet, in the background, studiously avoiding the spotlight."
3310,3I7SHAD35LVNVBMDKMZGQDAHNOA7M4,4.6,4.6,4.6,15,82,33.33333333,3.866666667,73.33333333,6.666666667,13.33333333,1.4,27.27272727,6.666666667,6.8,1,5.9558,73.17,8.67,0,7.4,7.24,8.5,8.59,9,4.674,1,4,"It was very difficult to setup this Linksys print server; however, it can be done!"
3311,3SBX2M1TKCMHX32MAH8Q4AAC6NH4Q4,4.6,3.6,4.2,4,17,25,4.75,75,25,0,1,66.66666667,25,-2.3,0.21,4.9316,118.18,1.6,0,-3,-4.36,1,0.2,0,1.403,1,3,It was very nice.
3312,36D1BWBEHM0G9AP7EAILUMT9C8NM22,4.8,4.4,3.4,11,56,27.27272727,5.090909091,72.72727273,18.18181818,9.090909091,1.181818182,12.5,18.18181818,2.9,0.68,5.3694,94.15,8.04,0,3.8,5.26,5.5,5.62,6,3.171818182,1,9,It will be quite serviceable as is for quite awhile yet.
3313,30P8I9JKOHKRYU23ALLAFPFYNBRV5U,4.4,4.4,3.2,7,33,7.142857143,5.285714286,71.42857143,0,14.28571429,1.142857143,20,0,0.1,0.4,5.2702,106.67,2.8,0,0.3,1.57,2.5,0.35,0,1.826,1,4,it will connect and then die off.
3314,3P0I4CQYVX6QLT8Q5AM5AXY3BFXWO9,5.6,5.4,4.8,14,74,39.28571429,2.928571429,57.14285714,7.142857143,0,1.428571429,14.28571429,7.142857143,6.4,0.9,5.5266,74.19,14.17,0,6.1,6.55,9,8.84,7,4.655857143,1,2,"It will continue to grow, but so shall the unbearable ease of pirating it."
3315,3IH9TRB0FAYNO6HKARKFXACN3TQI12,5,5.6,2.4,12,83,66.66666667,5.166666667,75,15.38461538,0,1.666666667,11.11111111,15.38461538,9.2,1.06,5.034,50.84,8.13,0,12.8,15.18,6,14.76,15,6.114333333,2,8,It will give you faultless IEEE802-11G connectivity with 100% native Linux drivers.
3316,3CIS7GGG64IRHY6WGW48NXJSMXGUE4,5.6,6.2,3.2,53,335,72.64150943,3.358490566,58.49056604,3.703703704,1.886792453,1.603773585,25.80645161,3.703703704,24,4.16,6.9369,17.68,27.24,0,30.2,13.25,35.5,13.12,13,11.07049057,3,7,"It will, he said, enable voters in the 23rd district to ""unite around a candidate who shares Republican principles and will serve the interests of his constituents in Congress by standing in opposition to the liberal policies of President Obama and Speaker Pelosi.'' (saying, essentially, that the GOP's candidate was not that person.)"
3317,3MVY4USGB5MNIQGENAZZTBZWTT3SIW,5.2,5.4,4.8,17,83,58.82352941,5.529411765,70.58823529,0,0,1.058823529,5.555555556,0,4,0.98,5.625,96.52,6.8,0,5.6,3.94,7.5,10.05,4,3.741882353,1,3,"'It will not be enough for the banks to sell a brand name,' said a Treasury source."
3318,32FESTC2NGPCK0MIK5YDX9JP1L4CUU,4.2,5.8,3.4,19,113,47.36842105,3.631578947,68.42105263,0,5.263157895,1.368421053,10,0,8.3,1.4,5.9198,69.11,7.6,0,11.6,9.57,8.5,9.57,8,4.423263158,2,0,"It will show up as ""Instant Discount(s)"" during checkout, only affter you've added the Mac to your shopping cart."
3319,3VP28W7DUMJ09B02HUNMM7J70GAZFG,4,5,5,28,138,67.85714286,6,50,3.448275862,0,1.321428571,12.5,3.448275862,10.7,1.63,5.6819,68.44,12.63,0,11.2,5.4,15,10.66,11,6.629857143,1,8,It will take 30 seconds to clone the data over the network to a friend who will pay $14.99 for a device with double capacity a year later.
3320,3SCKNODZ0WFTDT7DWNEG3SZHSEK7N4,5.2,4.4,4,22,129,65.90909091,5.181818182,54.54545455,4.545454545,9.090909091,1.5,25,4.545454545,10.7,1.59,6.2133,57.61,14.25,0,12.7,10.68,15,9.75,11,5.504636364,3,1,"It will take awhile to determine whether the cars in effect belong to the foundation or to the separate corporation, Treece said."
3321,3MIVREZQVGX2B5RPV9V6BRZ8397KQA,4,5.8,5.2,10,49,40,5.6,60,0,0,1,0,0,0.1,0.59,5.7589,112.09,4,0,2.4,3.86,4,10.45,4,2.249,1,2,It worked and my iBook G3 sleeps well since then.
3322,3M93N4X8HJMJD10K5SKZ5CEW68SSJ8,2.4,5.2,4.2,13,67,46.15384615,6.384615385,84.61538462,14.28571429,7.692307692,1.230769231,25,14.28571429,3.6,0.81,5.7693,92.12,5.2,0,5,5.5,5.5,10.35,6,3.995076923,1,2,It worked fine in Dapper Beta but now Gnome Baker won't burn squat.
3323,3X4Q1O9UBGLBVE7PX2ETIHZMIOOO7Z,3.8,5,4.4,26,152,75,6.923076923,53.84615385,3.703703704,3.846153846,1.5,23.80952381,3.703703704,12.3,1.87,5.6369,53.55,16.55,0,14.6,10.45,18,10.39,10,6.158846154,3,2,it worked like a charm at the beginning but has gradually decreased in terms of speed of performance as an application (the connection speeds are a-ok).
3324,3XH7ZM9YX1TI6ANY4RTHQ8VXO1X9R6,4.6,4.8,3.2,21,112,85.71428571,4.80952381,47.61904762,14.28571429,4.761904762,1.238095238,22.22222222,14.28571429,6.8,1.35,6.6459,84,10.3,0,9.7,7.31,11.5,9.94,10,5.028571429,1,3,It works fine for me as an 'eject' button from the system tray with the latest script by morgengenuss on Feisty.
3325,3UEBBGULPENJNC6SB7OE5F4SYYVUFM,3.4,4.4,4,15,82,36.66666667,5.933333333,66.66666667,13.33333333,0,1.4,16.66666667,13.33333333,6.8,1,5.5975,73.17,8.67,0,7.4,6.89,7.5,7.54,7,4.100666667,1,9,"It works just fine, even automatically connects when I boot up. (most of the time)"
3326,3XD2A6FGFMTU7PNBJGTMGI0TA3G9SU,3.6,3.8,3.8,6,28,66.66666667,8,50,16.66666667,0,1,0,16.66666667,-1.5,0.34,5.0574,116.15,2.4,0,-0.5,0.45,2,9.2,0,1.685,1,2,It works same for all users.
3327,3Q2T3FD0OM75USLQIAWQDWY1IMNM3D,4.4,3.8,4.8,18,91,69.44444444,2.777777778,61.11111111,5.555555556,0,1.333333333,8.333333333,5.555555556,6.8,1.09,5.6122,78.59,9.42,0,6.9,5.28,9,8.04,7,4.332555556,1,2,"It would also allow Ed Miliband, a former adviser to Brown, to throw his hat into the ring."
3328,30EMX9PEVJIEOL62NDKB6RE9LXSSK7,5.2,4.8,5.2,19,119,60.52631579,2.052631579,68.42105263,10,5.263157895,1.526315789,8.333333333,10,9.5,1.48,6.4187,60.65,11.81,0,13.1,12.01,12.5,9.57,10,5.328526316,1,1,"""It would be difficult to detain another person while removing their clothes and one's own clothing,"" Mr Cavanagh said."
3329,3T8DUCXY0M5VMP0Q8GYCQNWFCMU9TJ,4.4,4.8,4,22,132,63.63636364,4.863636364,68.18181818,13.63636364,9.090909091,1.681818182,25,13.63636364,13.1,1.63,6.8879,40.69,16.07,0,13.4,11.72,15,11.19,12,6.677363636,1,8,It would be nice if this functionality could be incorporated to the way linux handles unmounting external drives powered by the usb.
3330,3H6W48L9F3O86TKRKAZKZX3TLKTWPQ,4,4.8,2.6,11,59,31.81818182,6.636363636,72.72727273,8.333333333,9.090909091,1.363636364,20,8.333333333,5.2,0.72,5.9002,77.23,4.4,0,5,6.3,4.5,7.05,5,3.953636364,1,9,It wouldn't work until I had the bluetooth applet up there.
3331,3X4Q1O9UBGLBVE7PX2ETIHZMIOP7OJ,3.8,4.6,3.4,15,74,46.66666667,4.466666667,40,0,0,1.333333333,0,0,5.6,0.88,5.4239,81.63,11.33,0,4.9,4.57,8.5,8.59,5,4.674,1,5,"I used it for all my assignments at school, even doing 3D modelling on it."
3332,344M16OZKHEEM8MNJVSM92RYE1ONE6,2,3,3,3,62,50,4.333333333,100,25,33.33333333,5,60,25,44.6,0.88,5.7079,-219.22,1.2,0,74.3,71.12,1.5,45.89,2,4.128666667,0,2,I used /usr/share/icons/gnome/scalable/places/gnome-fs-nfs.svg
3333,341YLJU21HYUDRZGTVKT2TMSVZ4I2J,3.6,5,3.4,13,94,61.53846154,10.38461538,69.23076923,5.555555556,0,1.692307692,13.33333333,5.555555556,9.5,1.2,6.4013,49.82,11.35,0,14.8,14.83,7.5,11.57,15,3.995076923,0,3,I've actually found a good deal for the cover I need through http://www.insurancechoice.co.uk.
3334,3OJX0UFJ0Y6AM2FF8LOMVJIHV019UA,4.6,3.6,4.2,14,79,42.85714286,8.785714286,78.57142857,13.33333333,0,1.357142857,0,13.33333333,6.4,0.97,5.3172,74.19,5.6,0,7.8,8.23,6,8.84,6,4.655857143,0,8,I've also had things stop working and start again after a few minutes' timeout.
3335,3R868ACW4RB6NBWXSET44SJJ1VAZGF,4.2,4.2,4,27,145,59.25925926,4.592592593,62.96296296,10.71428571,0,1.37037037,10.52631579,10.71428571,11.5,1.75,5.9512,60.99,13.76,0,12.8,7.32,15.5,9.07,12,5.601555556,3,1,"I've always been a big fan of the phrase ""keep it simple, stupid,"" which apparently was created by a person who designed spy planes for a living."
3336,36BTXXLZ2U7H94HMNWXQ90KH29J4R5,4.4,5.2,5.2,26,153,55.76923077,3.307692308,61.53846154,11.11111111,0,1.384615385,9.090909091,11.11111111,11.1,1.88,5.5558,62.01,15.02,0,14.7,10.45,16,10.39,11,6.158846154,1,4,"I've always told them about the dangers of drugs, but teenagers are at greater risk from alcohol, because it is so cheap, readily available and accepted."
3337,3UV0D2KX1LIK6ECDW1XWSB6YZL8F4L,4,3.8,3.4,8,40,31.25,11,75,22.22222222,0,1.125,0,22.22222222,0.5,0.48,5.7176,105.66,3.2,0,2,2.86,3,7.98,3,3.042,0,4,I've been able to get beryl working now.
3338,3VEI3XUCZQW3YX35LGPECYVCT5ERPI,3.4,4.4,3.6,29,137,56.89655172,3.413793103,58.62068966,6.25,3.448275862,1.206896552,3.703703704,6.25,9.9,1.6,6.0645,75.88,12.98,0,10.8,4.31,15.5,8.89,10,5.817655172,3,8,I've been an off and on user of Linux since the mid 90's and I have to say that hoary is the most impressive client Linux I've ever seen.
3339,3MNJFORX8A322XGDA6G6X3CCZH3F5Q,3.8,4.2,4.8,24,153,66.66666667,6.083333333,70.83333333,17.85714286,4.166666667,1.5,22.22222222,17.85714286,11.5,1.91,6.6351,55.58,11.27,0,16.1,12.77,15,11.41,12,7.089666667,0,8,"I've been combing through Google searches and Sourceforge.net searches, but haven't come up w/ a real good solution for a diary/journal program on linux."
3340,3OQQD2WO8H5JY9VZXVYYL3RK1D4I3U,5.6,4.6,4.8,30,165,56.66666667,5.166666667,66.66666667,12.5,6.666666667,1.466666667,10,12.5,13.8,2,6.487,49.49,16,0,14.9,8.66,19,9.34,9,6.215666667,1,4,'I've been critical of Prof Nutt's advice but the Government should not have got itself into a situation where it is having a very public row with its own advisers.'
3341,3DIIW4IV8OU4G5E3X93HV8JQFD0I4F,4,4.8,3.6,13,83,50,5.692307692,76.92307692,15.38461538,7.692307692,1.615384615,14.28571429,15.38461538,8.4,1.04,5.8008,58.28,8.28,0,10.8,12.63,6.5,11.57,8,5.318153846,0,4,"ive been experiencing wireless issues as well, but this was after installing beryl."
3342,3PA41K45VM3TGEJQC2R87H4CSTL7P0,3.4,4,4.2,13,69,26.92307692,4.538461538,61.53846154,0,0,1.230769231,0,0,3.6,0.84,5.6463,92.12,5.2,0,5.7,5.5,5.5,6.71,6,3.333538462,1,6,I've been looking forward to it for months now and can hardly wait...
3343,367O8HRHKF7TAJHZ2LXVZAPDOB24ST,3.4,3.4,4.2,10,59,45,5,70,0,0,1.5,8.333333333,0,6,0.73,6.1443,69.79,12,0,7.1,8.5,6,8.87,9,4.829,0,2,I've been trying any solution presented here: with no luck.
3344,3ZLW647WAKUFNOHX8SD6YNK3CH7233,3.4,5.2,3.8,21,124,47.61904762,3.238095238,71.42857143,0,4.761904762,1.428571429,10,0,9.1,1.53,6.0264,67.08,10.3,0,12.4,8.94,11.5,12.2,9,5.847619048,0,0,"I've been wishing for XMMS' reliability (i.e. not crashing when adding media!) with GTK2 menus, and this is doing the trick."
3345,3E6L1VR4XVLYL1GRFPQBP9QCVCEF66,3.2,4.2,2.6,14,87,17.85714286,2.571428571,78.57142857,12.5,7.142857143,1.285714286,0,12.5,5.2,1.09,5.8513,82.65,8.46,0,10.5,10.72,7,8.84,11,4.655857143,1,8,I've downloaded and installed and uninstalled xmms twice now and still it won't work...
3346,3AC6MFV69JHKN7R8CKBMPSVKGVNZHE,4.2,4.8,2.4,12,82,62.5,3.083333333,75,7.142857143,8.333333333,1.75,0,7.142857143,10.3,1.04,5.5797,42.38,11.47,0,12.5,13.73,8,13.44,11,6.114333333,0,4,I've downloaded Ubuntu for SPARC machines...I have an 888P Sun Mobile Workstation.
3347,3DZKABX2ZH4CXFBIPV8ITVL8FSDCVJ,4.2,4.6,4,17,93,61.76470588,1.941176471,64.70588235,15.78947368,0,1.294117647,0,15.78947368,6.4,1.13,6.421,79.6,9.15,0,8.4,6.67,10.5,9.12,7,4.247764706,0,6,"I've experienced many of the same issues...not so much with my iBook, but with my HP dv2000z."
3348,3ZQX1VYFTC4FVSC8776ZWHVHT8UO8M,3.6,3.4,4.6,7,32,50,6.857142857,57.14285714,14.28571429,42.85714286,1.142857143,33.33333333,14.28571429,0.1,0.38,4.9192,106.67,2.8,0,-0.6,0.76,2.5,10.75,0,3.054571429,0,3,ive got a hauppauge 150 i think.
3349,3YO4AH2FPCJ0YFKLRGLOS7KZPB1Q0A,3.4,3.8,4,22,104,65.90909091,4.409090909,68.18181818,0,9.090909091,1.136363636,0,0,6,1.22,5.9946,91.45,8.8,0,7.3,2.73,11,12.62,6,5.113727273,0,8,I've got a Hauppauge WinCast/TV (56101 Rev E M2) that I've been meaning to try in my G3 B&W for a while.
3350,3M0556243RJ6SMMJE6CSRKCYQ23NFO,4.2,4.8,3.2,18,85,77.77777778,8.5,55.55555556,0,0,1.222222222,20,0,5.6,1,6.1568,87.05,7.2,0,5.4,3.71,8,8.92,6,4.810333333,0,9,I've got an NTFS mounted drive in my system as part of a system restore for a client.
3351,35XW21VSVFDP8ROK8DWCLRROAXXSLA,5.4,4.4,3.4,31,150,46.77419355,6.903225806,54.83870968,8.823529412,0,1.161290323,3.703703704,8.823529412,10.7,1.76,6.3622,73.85,13.69,0,12.3,4.83,16.5,7.72,11,6.042258065,1,2,"I've had many problems with it, and at worst I'll pull the card out of the slot and hope it'll work when I plug it back in without requiring a reboot."
